tweet_id,tweet_text,comentario,comentario_autor,fecha_publicacion,timestamp_extraccion,replies,reposts,likes,views
id_Cómo_destruyen_las_institucion,'Cómo destruyen las instituciones…',Mucha inauguración; pero sin atención; en magdalena de las salinas no han podido operar a la sra Adriana Hernández desde el sábado. @Claudiashein @zoerobledo,Sofia Espinosa @SofiaEs65991005 · 19h,2025-07-29T15:57:31.000Z,2025-07-30T05:59:26.245742,0,0,0,0
id_Cómo_destruyen_las_institucion,'Cómo destruyen las instituciones…',Se necesitan cambios en el IMSS; hay muchas fallas y malos tratos. Hay discriminación en trámites y todavía y aun así publican en sus instalaciones esto,Darth Vader @Balu07839778 · 17h,2025-07-29T17:06:10.000Z,2025-07-30T05:59:26.245742,0,0,0,0
id_Cómo_destruyen_las_institucion,'Cómo destruyen las instituciones…',Me sorprende como cada semana hablan de abasto suficiente de medicamentos. Mi papá lleva tres meses acudiendo a la farmacia de la clínica 18 de la CDMX a preguntar si ya tienen su medicamento y no ha podido darle ni una caja. Ni siquiera es un medicamento controlado.,Alma Delia Paz @AlmaDeliaPaz5 · 19h,2025-07-29T15:57:17.000Z,2025-07-30T05:59:26.245742,0,0,0,0
id_Cómo_destruyen_las_institucion,'Cómo destruyen las instituciones…',Las instituciones de cagada como el IMSS ?! Dónde no hay medicamentos; ni insumos y maltratan y explotan a sus residentes.,Arya @Arya_3713 · 19h,2025-07-29T15:27:55.000Z,2025-07-30T05:59:26.245742,0,0,0,0
id_Cómo_destruyen_las_institucion,'Cómo destruyen las instituciones…',@zoerobledo,Maria Ostos @LaschwarzMaria · 18h,2025-07-29T16:02:21.000Z,2025-07-30T05:59:26.245742,0,0,0,0
id_Cómo_destruyen_las_institucion,'Cómo destruyen las instituciones…',@RicardoBSalinas @NinfaSalinas @GobiernoMX @SATMX @SCJN @Claudiashein @zoerobledo,Maria Ostos @LaschwarzMaria · 18h,2025-07-29T16:03:52.000Z,2025-07-30T05:59:26.245742,0,0,0,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',Pues que padre que pongan muchas cositas que hacen; pero seguimos sin medicamento oncológico,Edith Rico Arriaga @RicoArriag24132 · 14h,2025-07-29T20:37:20.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',Pues yo estoy esperando el envío a Veracruz para el especialista de oftalmo por qué se salió de su lugar mi lente interocular y nada,Pablo Perez @pabloperezf523 · 10h,2025-07-30T00:07:46.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',Jefe de la mafia de extorsionadores; por cobros indebidos ya voy a cerrar mi negocio.,ruben conde @radioconde · 18h,2025-07-29T16:33:07.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',¿Para cuándo el abasto de medicamentos? Para nunca; ¿verdad?,Gerardo Olatxea @mexgalo · 18h,2025-07-29T16:24:09.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',Deberían de surtir de Tamsulosina a la clínica 27 no hay desde hace un mes y tengo que comprarla de mi propio peculio”,Mark Royamotos @sotom19787 · 12h,2025-07-29T22:06:11.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',Dios mio !!!! No presuman de lo q carecen. No hay médicos. Mi familar tuvo q ser operada en un hospital particular. X falta de medicos y medicamento.,Jose Luis Ortiz @JLcanas · 14h,2025-07-29T20:00:13.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',Bola de vividores de nuestros impuestos ; el sistema de salud como el país; al borde del colapso.,Edith Rico Arriaga @RicoArriag24132 · 14h,2025-07-29T20:38:26.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',Puras mentiras; toda clínica; todo hospital se cae a pedazos; sin medicamentos en las farmacias; con un servicio pésimo; @zoerobledo es una porquería; un parásito,Dylandu @seresdylandu · 21h,2025-07-29T13:44:42.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',Pura mierda cuatrera,yei @yeidifuentes · 19h,2025-07-29T15:12:46.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',La ratota,George IV @GeorgeIV16 · 21h,2025-07-29T13:47:36.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',@Claudiashein @zoerobledo @GobiernoMX Zoe Alejandro Robledo Aburto es el clásico parásito del sistema que cobra por no hacer nada y usa al Instituto para robar en contratos y adjudicaciónes directas; Asi el Gobierno de la cuarta transformación,Derechos Humanos México @DerHMex · 18h,2025-07-29T16:37:04.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_¿Ver_el_partido_en_vivo?_No_se,'¿Ver el partido en vivo? No se diga más. Registra tus llaves en Bre-B desde la app Mi Bancolombia y responde la trivia para participar. ​ Pasa y recibe plata con tus llaves Bancolombia en Bre-B. Nunca compartas tus claves o datos; ni aceptes o rechaces transferencias por enlaces.',¿Hoy van a mandar madrear doctores o van a atender sus demandas?,HHH01MX @HHH01mx · 19h,2025-07-29T15:55:30.000Z,2025-07-30T05:59:34.002428,39,37,423,0
id_Conoce_cómo_afiliarte_al_IMSS_,'Conoce cómo afiliarte al IMSS si trabajas por tu cuenta. http:// imss.gob.mx/personas-traba jadoras-independientes …',Buenas noches quisiera saber la razón por la que no hay cirujanos traumatólogos suficientes en el hospital del IMSS #1 de Tijuana tengo12 Días internada porquemecai y me fracturé la Rotula en el malecón de Tijuana lo están reparando y no hay señalamientos; r me tienen aquí y no,Misela Oso @MiselaOso · Jul 28,2025-07-29T03:53:57.000Z,2025-07-30T05:59:40.128576,2,2,7,1833
id_Conoce_cómo_afiliarte_al_IMSS_,'Conoce cómo afiliarte al IMSS si trabajas por tu cuenta. http:// imss.gob.mx/personas-traba jadoras-independientes …',Internada y ni señales de operarme soy una persona de 67 años y no me han operado así hay cientos de personas de hasta 18 días internadas uno nos operan y tampoco tienen los medicamentos que nesecitamos hoy no me dieron 1 medicamento que ese ito diciendo que no hay cooes picib,Misela Oso @MiselaOso · Jul 28,2025-07-29T03:58:58.000Z,2025-07-30T05:59:40.128576,2,2,7,1833
id_¡Ya_estamos_#EnVivo_!_Acompáña,"""¡Ya estamos #EnVivo ! Acompáñanos en esta charla sobre hepatitis con el Dr. Daniel Baltazar Salazar Infórmate y cuida tu salud. Conéctate ahora por nuestras redes sociales. #TuIMSS""","""**VERIFIQUÉ Y NO HAY NINGÚN COMENTARIO**""","""**VERIFIQUÉ Y NO HAY NINGÚN COMENTARIO**""",2025-07-29T01:06:55.000Z,2025-07-30T05:59:46.101775,0,26,18,2133
id_El_fentanilo_mata_y_te_enganch,"""El fentanilo mata y te engancha desde la primera No dejes que una droga decida por ti. Mejor elige la vida, elige estudiar, elige ser feliz Llama 800 911 2000 o entra a http:// lineadelavida.gob.mx #EligeVivir""","""**VERIFIQUÉ Y NO HAY NINGÚN COMENTARIO**""","""**VERIFIQUÉ Y NO HAY NINGÚN COMENTARIO**""",2025-07-29T01:00:01.000Z,2025-07-30T05:59:52.056393,0,1,5,1276
id_¡Tu_salud_al_alcance_de_tu_man,"""¡Tu salud al alcance de tu mano! Consulta información médica con la Cédula Digital de Salud del IMSS. Descarga la app #IMSSDigital gratis en tiendas digitales.""","""**VERIFIQUÉ Y NO HAY NINGÚN COMENTARIO**""","""**VERIFIQUÉ Y NO HAY NINGÚN COMENTARIO**""",2025-07-28T23:00:02.000Z,2025-07-30T05:59:58.074815,0,3,9,1425
id_Avanzan_jornadas_oftalmológica,"""Avanzan jornadas oftalmológicas con 3 mil 350 cirugías realizadas en el Hospital General de CMN La Raza. http:// tinyurl.com/5425apaa""","""**VERIFIQUÉ Y NO HAY NINGÚN COMENTARIO**""","""**VERIFIQUÉ Y NO HAY NINGÚN COMENTARIO**""",2025-07-28T22:58:59.000Z,2025-07-30T06:00:04.001451,0,2,5,1147
